Name of Source,URL ,Type,Details,Image,Updated,Approved
Data.gov,www.data.gov,"Data Sources,Open Source / Open Access",,Screenshot 2024-05-14 at 3.42.57 PM.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/6k08sbJJahaOSdVlIHqIZw/gswlbuKjWsyMtMLu737QmrjLvy4wrJN2BxRaP1fKNxHo_3N8kW3gm-a7xus90A4oYTUEIgBJsEqdHU5tBQvzGdgXtntG4RpslUXaIRnd2n6v-JwCQqVK8O2GM2BfQkJEFSCp6UsxERrcmaGcmVPvm78f6hAxqA9rmos90Zf8kHo-C92VL3a0-5fArthkxxqY/SftTLigln7ZnOnFSuftS75iErOYTbkxztYoWEdGG8Lk),5/19/2024 11:42am,
DataBank,https://databank.worldbank.org/home.aspx,"Data Sources,Open Source / Open Access",,image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/j7vwvyxHOwZbcwtQdeBtSw/imhp2CwWmIJGMPF7zPJBjv66dQSQ8JmvsYzhGqUuFj1l3mb40d1AGxR2suCGhJY8wdDBhXQd749KwqHaLv--DJxzyUjfl4pcRWRgxT0s97TGqb9E_hb3tjTEgr2quujTRJ62JjoDsLZznXvT3TUvxw/IuHS8wU79YuLHSPAxrHa2a6ImluC3GkGnlYP7gtiU2k),5/19/2024 11:44am,
NYC Open Data,https://opendata.cityofnewyork.us/,"Data Sources,Open Source / Open Access",,image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/AOQJxVYzqPtq5HWplip9jw/D2nWhik-lw79olFCM75Iv2hEMu61W0bcX-YXusosMF8LIPDXYlJztXnPd-vEktfkua_AcKMsfiScBVLNtjT1IZpvxbxzlXf1Fmnh-edvMoAvewkwW76QTwi6rgbqtrHs_VfUTi0uSFHfMKgSLgz5tw/v8wiCqFz6fz1pPGftfuXKVTtVnHzEf5TIVpN_cHLleM),5/19/2024 11:42am,
StreetEasy Housing Data,https://streeteasy.com/blog/data-dashboard/,"Data Sources,Open Source / Open Access",,image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/Bj-OnO5uYncDVYdWkzvNtQ/MhbPVzCSyknqRgg1ho6Oz04vREd2KnCS-o6Ws6d9w1DmzWTwkRzJc9oDCTPFne8LWZozE-V7dwsAOTu-CrDLLhZGmTIXO7BbUxk0382feTK7ZTgG5YtZhnciehm9m-_6l10jFCqLCt6dgx8OmPSAEg/Dj40kfMnTT2CkvsMQT29aoMCMf26uQvAKELgD46zIUs),5/19/2024 11:42am,
AWS Data Exchange,https://aws.amazon.com/marketplace/search/results?trk=8384929b-0eb1-4af3-8996-07aa409646bc&sc_channel=el&FULFILLMENT_OPTION_TYPE=DATA_EXCHANGE&CONTRACT_TYPE=OPEN_DATA_LICENSES&filters=FULFILLMENT_OPTION_TYPE%2CCONTRACT_TYPE,"Data Sources,Open Source / Open Access",,image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/2LwQ_h7hDPnWUZ07uZRHTg/kd2gqlfETg5XawEYkytDLG7y60M6_fVeBs5vRvt6TLKxMbk2GW_E-y916FEahPclZ1FmYVNe6NIRyCIeIOkCi0JqdLfMvZwNca2W1CcMUT-Efsi0AjCzDi9cWOS4KNVNC-u-UBfj0XTl9QkK1k_H2g/4qMMQDmPwzYYAwB2c0MiDpc4WIq2WcTxNMfs9P643Mg),5/19/2024 11:42am,
Chicago Data Portal,https://data.cityofchicago.org/,"Data Sources,Open Source / Open Access",,image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/uYLLY9RIl9yPWaDjVH_34Q/_EGOhOke7ZbS1VVDnsn9dga9p2KoAgMLX76ANhUg9MBATdW4UacvptruPskmN4YfwBeUGq831GwViSdDjQ5fyq9fauZVfiMzVvEbZF2J9XprnGQ6hZwlkiN7N-ww-nDPvz8e5bmIVCz1AZmngMK_ng/4TEsj8fsX6FKt4pq4DTDdW6P6JRyZRKqrM5Zl9oi2YQ),5/19/2024 11:43am,
Information is Beautiful Listings,https://informationisbeautiful.net/data/,"Data Sources,Open Source / Open Access",,image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/kPa6I4slPqHkeONwhyWrnQ/SvbW4OkjyWwm6fRvJ1WYbQj0kZ7CSom6PgZ31xrfC9rAWaF-KMsF1OM43M--j8OWio6IOMjF2AjjNyVkCHbbC0hWhR6i2LDgbWTzwIc18BONRLNikdHIs2Xgfk39qAP4O9W9W6bhtzchwXy82AzauQ/svqnY8ywBvSZNOAoxIxXCc0ZrIcDo9STxNXiB6RiZ5Q),5/19/2024 11:43am,
TidyTuesday GitHub Repository,https://github.com/rfordatascience/tidytuesday/blob/master/README.md,"Data Sources,Open Source / Open Access",TidyTuesday is a weekly social data project,image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/-IT2Z8Sg9eUFqkz0x9PxXA/mABXJVzlgPmEAQcZ-_W6efldD-KsqfTcoaESny2WRznVc1ajgcJfI39LYw7bU4Kgaa1rglT1A8BARdRXgu3wZnlNnc0UYdh-pVEwOwgex9gVUHkG-a9_qNThwY9JzWhXrRpyhYUSPyu5kJENdG4WAQ/yNcbUHHV4KV78-WioLrvxaMEoZFXk9vpoYv9KKgsLBM),5/19/2024 11:43am,
Data is Plural Structured Archive ,https://docs.google.com/spreadsheets/d/1wZhPLMCHKJvwOkP4juclhjFgqIY8fQFMemwKL2c64vk/edit#gid=0,"Data Sources,Open Source / Open Access",,image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/upylgYXM4ALRPNo3YVwFGg/M4A_CvudaT3yOFPjpu4NzYl2nx1Zn5e-Opjeyy3aFiJxUYqClw6YwglvEdB6BXP023x6qAV2fX9d1o5I11KWZlkbazfwx6CVWxSZB8V6a3teE0U09jefcc0Uj-gwUsrd_e21cYOylsRsKrI_jpU_xA/hQ-A_KQnw5SQhzynaVra_oRTAb07h9pFEbji7qnHZqU),5/19/2024 11:43am,
Vega Datasets,https://github.com/vega/vega-datasets,"Data Sources,Open Source / Open Access",Common repository for example datasets used by Vega-related projects,image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/3QmTqw7aMLr7iqtqT_qGBg/vxj0fpiSzzr4bJ3E3sE4NN0pZ7Q7hlCFRpJrESDTncVmFusmHNmS7_-tyNXv5rrK906kcyYvlvd_upkBJfRjjlNIlbTcAMDRT6BIzNbJ2_OdEq_nUIdPXkvxPWPvZRgi7Be9-cUFCfj6BHxSwQZNvw/pWpA1r3gFgQbxKAITSDfLuq2X7YcfKKYK4Y8X0v3X4U),5/19/2024 11:43am,
Awesome Public Datasets,https://github.com/awesomedata/awesome-public-datasets,"Data Sources,Open Source / Open Access",A topic-centric list of HQ open datasets,image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/wvmUL4PtAhYHOY2aK31uTg/q2Iq0Zsler3nplqHH0WPk6XDyRppR9jkWemuQde-G_EuBDha3Ucbw20D2USZfku9SgWfQAOJTt5JGiMFSoAJlQ6SoAJEktbcLkBIFtXShBN3N5bx_6-l6n8mRSCyzoFQ2KzJtyWAE9cc0wkZKlD33g/FPPH0a0e_at8zU5llIMaQlBSNL-wsnGYxbri_JoxP_0),5/19/2024 11:43am,
Open Data Stack Exchange,https://opendata.stackexchange.com/,"Data Sources,Open Source / Open Access",,image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/jmFzT8jHtyqwr7q4ctRouw/UxvMp1yhgF1Py_eL14K8HqMvGRAVALEh79OHIedJsf-6qTAxof1svWnYvx6P58-7DvNo2R3XPurWGeshS8d2-nzao6ZNNCmrnO8yd5SgVt-Mury4WtD35JjT_FhhS7-wshYbUCjqnzpVHkZGYIt8Fg/_qnUUwxDnBfMJYtj9pOCaFjDIrTgmvcFJlDHmeBaBmo),5/19/2024 11:43am,
Investigative Reporters and Editors Data Resources,https://www.ire.org/?s=&type%5B%5D=Data,"Data Sources,Open Source / Open Access",,image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/gPrTn2RDPw9OOiH6l0SF6A/ww5vuE7s6ieA_J9kYOZx2XxfBCNtASVOUGFkqe2BIM21RGOOjc90mwdq5dpTvmI50B21hCxD0DYbsTO67b9LzrVktRQgXrMmksx7Z3zAde0veDumYhMGGbG0tfZQ42Eb8Ie7GUFMJ6Vp68dcsuTNgg/L1P3qWiyEPxUqeoBA4DLKYAguGw32nhJJbh2lvOMDL4),5/19/2024 11:43am,
Buzzfeed News Data GitHub Repository,https://github.com/BuzzFeedNews/everything/blob/master/README.md,"Data Sources,Open Source / Open Access","An index of all Buzzfeed News open-source data, analysis, libraries, tools, and guides",image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/-ZXFYjXkul3WeHdLRhrVGA/1-zrRQNptdZ2XIIBHiPSme6Di6RAje8D0ZjDaIJCoW-y_E8yzJe9hzEXEoByEAm2Ib6__00Xr2aHhZyNPUl49wtVevhl6Vyd5NHCpIRWmKrXo8-s7i-BDiLbY0WLoGUJEkCjCpjhfPpf65DN3fNUlw/0A3H8P1SaihE3ebZSgQrHqY9ic0wJCUU0j5HeujJeBk),5/19/2024 11:43am,
LA Data Desk GitHub Repository,https://github.com/datadesk/notebooks,"Data Sources,Open Source / Open Access",All of LA Times computational notebooks,image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/TuUe1YOgJ4ysg2r935VgCg/b-7cdNQaUrcgU1mmGI-RRriEdC7akcpvGirqeIR7ve-9SL0I1Bvvm-H0J_ctIYDnw0Xh6KIJw8oiqYrqeOAzyUkTcqxpaloQ_GZr_hykyA6AwLCbpRnCC5vngkQ-5Z_x_UCB3TQlzrYGhCtfCsz8BA/ssmf9Mzuekom34kvIUp_qUWeyhFjynmH_G_kIc30B_Q),5/19/2024 11:43am,
FiveThirtyEight Data GitHub Repository,https://github.com/fivethirtyeight/data,"Data Sources,Open Source / Open Access",Data and code behind the articles and graphics at FiveThirtyEight,image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/hbTSNKrdtxdHHU2v0gALYg/JM3xRaxwp0l3HKwImxcirxc2JRG7QGXKKMVIJoyVS1eARPi2A9dNay7tx_YDaEEo0kzepOEbFvHfkGx2tDAK3OfQErevAwywo90IUK9D2F4oSS7mkoIR1UGslQJqOOMcyVzROBAqYtZD9WWHqBcpaw/uMUwiK_4VZV5pP5X-FiI_YY_jczOXtl6tnLQbvh4Rv4),5/19/2024 11:43am,
The Pudding Data GitHub Repository,https://github.com/the-pudding/data,"Data Sources,Open Source / Open Access","Data sets created for stories on The Pudding, open to the public.",image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/HPF0JF3g6U0gcsos0nx-dQ/vO6o6mMrDfeqbvH24jKTpBga1UGzLfKwRaCmgMTX7XLb8sox4t7hDUQf1s0Htq6raECshwarE9-OyDbKXKN-LuyY8t6_vzomi5ZfscieSY0PwmL4YBYEkw6wgb_OKE3Erizm1VgtNSwNPp3zko7bbQ/xw8_3wGzC-1Mv4WwytlhIdMxgzKLpjxspVok2TOYmqg),5/19/2024 11:43am,
Data Portals,https://dataportals.org/search,"Data Sources,Open Source / Open Access",,image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/__7yR4E93W-z_dR494eBFg/kdEtHYH6WfgWdwRfxV8kqHPc68lY6M33aCWJLWw6TCssMm8hSUai4pjJxD8JNuWqrsIBzTNq1LF3zeRgKK12YvrBIOSxI3Px3rPHG1b2tzzQptxUNnrbyulu29zqwymPMRYBbbU6RhXdJGpfP7K8Mw/h0oQByoDKqMiri-glEzQcFVILb7M8TAFfdkkDFnSZrI),5/19/2024 11:43am,
Data DOT World,https://data.world/,"Data Sources,Open Source / Open Access",,image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/wWJCIU00gVMWdz5TNWnH_A/j76YOZ5fNujxn3y3Ix3lERR2Kx_ggrI4sclNrVEMB3DECOXyxD0vVG-Ke7xsLNlz8W3xTjBaG0rdF1fx39BumcSAsQN98nHl1x0UlIsAMxhofYeGXe8KDiN62asz8pWrhI540vbjf9Wboell2q4F1w/y-Zq2Vx086U0sUehqWZTluIh1Rs-LWx-AFWxPGFipuQ),5/19/2024 11:43am,
Google Dataset Search,https://toolbox.google.com/datasetsearch,"Data Sources,Open Source / Open Access",,image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/IK9h237EEi9ZvNrJH1ecdA/FRFVqJNPWaH5H9X-DSDo_NdjUn_bK1EZcFGeubg9QfWidXbu0HU5Hu_ozIV0UFooXUmDUs554q7Mh4hr2ykV5T8ko8xFuwIEtZVjQhuhdWR2O2jTFhVuAbVPcj96Ed03hGv7M1XQ2dUwirGeQrc02Q/haNHkC-Uqlt24WmtRl6573dukptnS_JWSTa_6NPcUFI),5/19/2024 11:44am,
Enigma Public ,https://public.enigma.com/,"Data Sources,Open Source / Open Access",Accurate data on private businesses,image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/KXhIvoGN_ncKDvNh0k1U-A/9N7gAyU-F8dH1WjnY6jbp4l142uzju_dLbKjjVWEw0-avX7OorcCDY38WF3VyqAKNKnz0GYTDTtgXQGgyAXpcQLO9QKM0H4899xPpCPNH_88aKC_mPR5EwWd4WOe5ANY_mmoEMYfnuBVOeXl4YPTRQ/btZjeIvpqiL9aZPSk839THowfTG_qiSNmUoDOfhtx0E),5/19/2024 11:44am,
Kaggle Datasets,https://www.kaggle.com/datasets,"Data Sources,Open Source / Open Access",,image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/cSU4oQnBlbFNWOVTUV9ujg/NT2ta2DxevArHDuBLl4ls_8E_BdsYikg9LBV-EQIPTwyYsulcUaWp2ZFdS3dkW835RtC6_QGpX2zDeiHz0PzucpoDaxSpKaRG-N_angZ1xt5zLCFsfb0XSlKzO2yOMgEO83RnZp7oZ0iJWwJ1goleQ/5nh1MGvxA_SU8rLPpQG1ICE4aFaeeko8ftA0J9yA4mI),5/19/2024 11:44am,
IPUMS Census & Survey Data,https://www.ipums.org/,"Data Sources,Open Source / Open Access",IPUMS provides census and survey data from around the world integrated across time and space,image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/Wz4KiUO8aaySV4WTKo3Rvg/x-Hl0VeAmnAJgNqwrl1UaiSoWv1u-H4-NIxXk2XmlamMk6caelA_f2yqbJGvs9J2q1VlpEKbljJ3qA-auMYDnS6yhaVXCU3k-iYexBniyamnkqhO_H6ASezwcTYFM_e6Q-3Mxm91cwQ6NDU1Q42XRg/NtShsptj8wMPztBeBBuLXKGdAlceSsv3_Zs6UZDSDwE),5/19/2024 11:44am,
History Pin,https://www.historypin.org/en/,"Mapping Tools,Storytelling Tools",Historypin is a place for people to share photos and stories,image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/y2tIKFZxYjEdcblZFfrH3g/X1H-zbNpZGMZth_lOkvZeL6K18yvX0NKRErC509deFzz1BqHIkiArbbzq25gpY074f3ds3fLNaoQxXjhEO0GblU8ezUBnoCYYs6972X2QxfprErK6-Xp2T8GZESDFxkLBjbwOpTQVxaTiy21S1asYg/HlWotxlSalIY4zjOHVzytpAM31VoqoEOu0cYw5nb39k),3/12/2025 9:11am,
Leaflet JS,https://leafletjs.com/,Mapping Tools,Leaflet is the leading open-source JavaScript library for mobile-friendly interactive maps,image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/bohr73CkTrZ69fVxfo1Isw/HxyRmV5YEpFb8Dc8P1p8-EPR7mJzr_VgIzPg2vLYJtm3y9Y7vlO0v3zknBNPNzQp3z8lg6QDenXHUqWan3oKkaE4hrdDAKfSxJmVHHHlmF787AajLktUea9y9r7ZAwwSvfxOXepGN4txIcF5jtSKIA/iA_bBJn0coYrq1GqXK-_dtx1r23L-bdLLpOIJglBC2k),5/14/2024 1:25pm,
StoryMap KnightLab,https://storymap.knightlab.com/,Mapping Tools,StoryMapJS is a free tool to help you tell stories on the web that highlight the locations of a series of events,image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/-olXcU7p4b809U02MazkFg/P2OZe79lK8q_jy2VcKv5-CSF596z3tXrfGGOsES2W0YQ18MnCn81tYCovZ7iR7H8OdEiMHItkJfJcs7ekFoGwSsiHSzkw36Xe_UsV_50dIP2ugRpoPOwism5sRenbDrvM5vDa4xNu00RLY56eIMgug/86HTGqVXlJCBPu32izvb1A-EzSlurV2PJaYC0akQj9Q),5/14/2024 1:25pm,
Esri Services,https://www.esri.com/en-us/home,Mapping Tools,"Esri is the global market leader in geographic information system (GIS) software, location intelligence, and mapping",image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/RVf8EybtaNgRapJMNM3zRA/pqxW5wWH6uAsg1_XPTlVprJIipDgs536GC0ctpDjRy2PBsF_gvkBLz8MqlSGehkdzsqgzv29e2DxR5H8YnaZ9QsX1K2OASG34Jc3Yf2jlYgnmiIuca4RSgdptOt2OGCphGj007AmlNpy2xI2K_OgYQ/VBe4c_5aLt1AJ0JH1_ASsv6QrsiMNe-dAoWXYyjHAbw),5/14/2024 1:25pm,
Neatline,https://www.neatline.org/showcase/,Mapping Tools,"Neatline is what you get when you cross archives and artifacts with timelines, modern and historical maps, and an appreciation for the interpretive aims of humanities scholarship",image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/UhXQm5llPi-Kre1umLFHYA/UDdA89YWId-NviTzqJ_LmdU79HL8WlyJSvCzePeG1PqX2avehpUXb_TdwNkLoxsYs39vLCRWCcULA4TMxC7K3x4rC_L6WRoJoq-kM-94x46S442ttOBCKVe8xzOeTT7Qzu3xuLUnHu-W32sfb9fBAA/aYrzKv19UfZZbEm3onMZbXQY3G_0Z_Tw_Ti3ErWOaFA),5/14/2024 1:25pm,
Carto,https://carto.com/,Mapping Tools,"Modern spatial analytics
‍built for the cloud.
Analyze, visualize, and develop with spatial data at limitless scale",image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/QFPVhJDqu0i7lsbLNQb6MQ/ApcoI_cff8eDavmC4EICYamJ2cUYQVnhqPExAC24fdpMb765AyQBF0J9BYfk50nr1gdNWQ9FYB65k6QhfVTNws1Q6irNdsaEjEKAPckEo0210gm4jsnh13WYS8yM6W_t3kuu6v4IXI_2fI0op6Zg-w/6CKVnTdSYjLHlUbnO_Vzin51Kk3sYcW3MRHkrGjmUzs),5/14/2024 1:25pm,
PamPam,https://www.pampam.city/,Mapping Tools,Makes community guides,image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/PsNjMsmrLxmwvr6tbSLuUg/owvPNhlXCbLwzyONOawXcljYt_oxZTazN4vEx04uIBIyduF9F_oRpz_82VYqqIyZiybDub6Al3APkkIjY4btPLeMrOWk8MX4lJPm3y4zrwIWo6D6-j5pySMRyTbAxIVPrPN8maBKg9TKYZYiicMHRg/21VJHP58ah0hPNIxK3luLQ7VMtweTWGx3u5lp1LvLrg),5/14/2024 1:25pm,
Kepler.gl,https://kepler.gl/,"Mapping Tools,Open Source / Open Access",Kepler.gl is a powerful open source geospatial analysis tool for large-scale data sets,image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/rQt-fJ8TqliwdGDWnxGYdQ/g_YD16SMm1WcfA1xGz02VHYQF0b2Z69moYAMPpZ8IQBS0WPh1_eRecoDJt3YedJQe8nRwsUvEw1jR56oqr2oyPnX21yT8aHuMxJ4zJ7Pyiqx8GC3-wwP8LAc63Gn2PB1IhQkmiPtJSztDPU2oGTzzg/vp1vBdbwT2a7eWoGSf3RHpaeMS8KBrw9SkT9Fc89vMw),5/19/2024 11:36am,
Igraph,https://igraph.org/,"Network Analysis Tools,Open Source / Open Access","igraph is a collection of network analysis tools with the emphasis on efficiency, portability and ease of use. It’s open source and can be programmed in R, Python, Mathematica, and C/C++",image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/Z_EdDuCXYI3myt-CrT0cZw/ZFnOZn2WjaZB12sOHwr8ywF7aJh10dorgBprsB_JGv4wV15dO2Rt3oUkIEliuhcZjOe1nAfY23qg8MaCLuPACjF8JuZMu09-omMFMqVIGKCNV7jgsjFm0iBh3gj2KKEpFcRxAXCIKreFfG4jgdpwRg/j0i-Ko7Q00awc-Qvl1DjEOqcLBYV8wNIV5DVd6Hac-A),5/19/2024 11:36am,
CytoScape,https://cytoscape.org/,"Network Analysis Tools,Open Source / Open Access",Cytoscape is an open source software platform for visualizing complex networks and integrating these with any type of attribute data,image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/HCohMJkFzJSvYR4nxByW4Q/j-xTftwVzh5rTQcs3M2XNRvSrKypmrBcXzVh8QksiIhrT-ui133vZpVxCGD6LJFrpQEQ6KsrKkRqDbxyYYS034Gf68H_y6AtDp5838y_fNaus34hQIvrhuSizynk2KMqduSgicM0RUmR46GhNqMuEg/YaUPVfZsQsamorJMGlQvExR8cocbVoDbW3MBjkFkHaE),5/19/2024 11:36am,
CiteSpace,https://citespace.podia.com/,"Network Analysis Tools,Research Tools",Making it easy to understand a field of research,image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/hpDilkcgJuAaus7ZxQVFoQ/Hmr8GOztET7Z5Qf38pFGv4u7qevg-00qdITmXlXWkZfLsQtkaSx5g3pcncZKEmT01sqEfvvPockdpvGPDiUxTDxW5SC_oKbhOnVD2UcLOiFhUB9iM-RSFizDhSCIn6Nscx4e5NSl-HNYJleItUbUNw/XNC2BJdwC2X8oVAS36fhtjYjlaWE87wPRwVg23mXVb4),5/14/2024 1:26pm,
VosViewer,https://www.vosviewer.com/,"Network Analysis Tools,Research Tools",VOSviewer is a software tool for constructing and visualizing bibliometric networks,image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/j4yzvEaAbSSme91gKNY5vg/hV4xF5HZUkzQhBzNjWfiPr757FrYJa2r1UDMP2rlbbJwJSO7TEberTjAcocET4dZA1Kzuy8Fo4qYeun7IJ7VV5cQeoZ7hxditGY0pOtGPeLHTkg_mzlyJIBqxk_vZeNV25tY91jRxweO9egOGki4BQ/zN5H98eI0PWgd_tRHAvfafP20QoPaE3zNyxhahAmekM),5/14/2024 1:26pm,
Gephi,https://gephi.org/,Network Analysis Tools,Gephi is the leading visualization and exploration software for all kinds of graphs and networks. Gephi is open-source and free,image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/baDcsyGzMjZwDlJhOuYn_g/ml5yRcib_7rAGVQyvZwME76GyX9qHGlKaM5yqBcoIPURAXBX_maEmyvmUTJq5eWL7qQMHV8mt-Cp7iQluB_zR-bD_8pHW0Wvk5L8PM5mAwDlkSXybIhNs4s3b-JvmDvOCbSA-hR4APfOvy-V7ZWDOg/Ud9_UXhVfp5lgn7DIDAViw6MdvfbCmkD8bDVS9p6Pi8),5/14/2024 1:27pm,
Open Frameworks,https://openframeworks.cc/,"Creative Coding Tools,Open Source / Open Access",openFrameworks is an open source C++ toolkit for creative coding.,image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/mJo9fAu73ckfa92ot1QTqQ/1J8uQJHFSQEhpYDiE8IEPSWRrIxBV_vcnPirmh0sVPLnHBOnuHgzv6RkC3pI5t058N-o3KGqAGQzTta5sxEHfkGwJnYP7ORG84teGJ1ZCpYT9VLLn4-zPoD8LoXnlPScuaWrwukNHmC-3SYBvVcTmg/n7GeTHDTKK4StBbjl38pQMywPvD8z2XGeqxLrcYHT8Y),5/19/2024 11:36am,
Pixjjs,https://pixijs.com/,Creative Coding Tools,"Create beautiful digital content with the fastest, most flexible 2D WebGL renderer",image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/qcUnJpr6vYbJdEfO8YkJsw/WU55bkE_5mD4nd8z4EkHhUvpgO7YdaIFbvt2gqoO3Aw_wugTEMD6Yqcf8pSz43CB0d2ja-rhFPxqITQjOuUCbSR9B0Lv41YwVcYisjyCporVzK3hHJ-uVXExub-cx0rvn-Rk4TWl-0cINbt9WdNPsg/qwEtYLRnv1rmAlQsnRfMqcBG7XXzPoxZfWkdX79l0m0),5/14/2024 1:28pm,
Processing,https://processing.org/,Creative Coding Tools,"Processing is a flexible software sketchbook and a language for learning how to code. Since 2001, Processing has promoted software literacy within the visual arts and visual literacy within technology",image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/QebQkIU5i3RLcozZASOHHQ/_RX6-9jiHEh-1XjMKT0jOj48OJPJ7PvRiX30z2H7oMPS-w90DN4kea0hRTLSHW8gpl5qfOW3q5mZD0negKhC7LLfQWwaXC7BYT6Mj70dJsaBMZOKvQJmfeJ-_Q8I03dbXHmOdBShkJkvYqaBQFKZAg/ge7h4nB97NPkO5WZd5MS2-WgiFjirJIzNT6EUgDnNOM),5/14/2024 1:29pm,
p5js,https://p5js.org/,Creative Coding Tools,"p5.js is a JavaScript library for creative coding, with a focus on making coding accessible and inclusive for artists, designers, educators, beginners, and anyone else",image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/wSUKCGA93cY13vI_XKo4PQ/vw_lCwWvdTmnmCzmCfTXHYk-Z5nMj4iwVaMp58a3MQb5lWxtFe7etz9qvZE13p2MZNfV2faGpPy9e5RYfeRzJeQDCczFs8rMI_x-QUagsbJdjvqpqAqSis--tIpyqOIIlxLp5D2wdoiZGEk4ZkkjMw/61EUJ14ix-NJwN_i441LyR9ErT-y-W0USd2QY6KcLdI),5/14/2024 3:26pm,
Flourish,https://flourish.studio/,Visualization Tools,"Explore and explain your data with beautiful visualizations and stories. Publish, present or download. No need to code or install software.",image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/0AFm_OIpQoLH6WwBh0FnvQ/2bI64Ib2yJTk3AOFoxuzqx7cLNQCflQW65PW0ChG3b3l5qXcDFUDQZVKMkRcKxR46jttU5lqjyXFqVWnmqqqts2LU1AQ26qMmUtDOH8iLsyndJhykrSptVgykBf8GJ1GiqSkwielf_0lGCDGZF3B5Q/lQJI4NJamsQWCaZLimhqZbX7XzymTCJEpFxoeB32quA),5/14/2024 3:27pm,
High Charts,https://www.highcharts.com/,Visualization Tools,"We make it easy for developers to create charts and dashboards for web and mobile platforms. For Javascript, Angular, React, VueJS, iOS, R, .NET, Python, and more",image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/ag7N8OhTZbpBtxi4kAKQDQ/cWYmYfMkM3mYKJG9RSOv2oUvatcPSuSyh6BoupvqKAOyLw5NmpjPNuoIx4El96begYKrXe3AtesxN8KOI4ZOfIFLKfBVR6GJxyByUJoKb3_XSTsBRHTffp1Bdq4-Pk3K4D27rluB428tyoh24zM04g/kSpb73_1WxrMU2z6rl_utgCt_1C9ZljmKNA17ssfZRQ),5/14/2024 3:34pm,
Palladio,https://hdlab.stanford.edu/palladio/,Visualization Tools,Visualize complex historical data with ease.,image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/FsGbuP67Fq5NPCUKu1g-dQ/aGUTictlFXMueol5N8GTJxm_ddo54frV-NGb5g_7uYMJLYOJGrqOj45d78HK0oUrfFJs2hpvWeIZWZwv8VnpM43zd403aXQEV3108oa7Fckcrj-6n_M0xlk71ZX5hrQJKmjfPvv60PoSZDhXm9cd7Q/Z3v0fmRIMIBFLnPc6_zw6YGtxhVc7_KNqFGRaht1sOc),5/14/2024 3:35pm,
