Name of Source,URL ,Type,Details,Image,Updated,Approved
Cogapp,https://www.cogapp.com/,Consultation Services,"Digital agency for gallery, library, and museums",image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/dMJy92nSVHYPCswjkoDD7A/wn6skC2GcAHyE_w2AwWuUzQjDBTmhWU2nACMGLiXjQ9LoWo1Duyiu0xx5iUhJievKuGwT8OIz1r8unJIva000qZr9dPDWicDhSTdypqFwcSYThWf-LHiKdmWeU4AB3p-E_KUYnR2ygQOt6YMBvzLzg/yoYXwfoepBwZiM3k3mNhawGRhK6r83F3uD7fyYbiHUg),3/11/2025 3:02pm,
From the Page,https://fromthepage.com/landing,Research Tools,"FromThePage is a crowdsourcing platform for archives and libraries where volunteers transcribe, index, and describe historic documents",image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/u3CYo_KnRbeCcejJpOXZzA/hQ1cpkeFAYUUMYPtQSlEEKKGwPFDGNXuyT1ETmzONorgRWez2dNGawf1H8Pd5P0bTuQX8iChNTH3v_-xv0ncgi9ai8KECfaO38VhNzC_FS1yq-mcPPpkbXbUoovztUJ7phcOrRuEnuxn_Yqqt5_qRg/6dZqEWxXCI-fEF3GHX9aVqh1hFVww4k00yQ-Bh9rQ88),3/11/2025 3:03pm,
Performant,https://www.performant.com,"Research Tools,Consultation Services",We partner with scholars in the humanities to build software for research and education.,image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/x7V_e_E-aGaF28E_H9ReMQ/q2XkVidJRtCiP3IkUEsqUKUzgBZrZo-DaV42xCWXfb7bPvrtyyVG1sopC0czm5NcQclgTQt7onarDKQM444tPN6OOOAkE0Rjjbd6Y-YuEKmXWR3J3X8phL57nx_l5mUMyZrwg1W1bY8jJdYuhYaeHA/FNdIWoxwdaVwYznH4L-y46dgqa_5yOYGIeLzSckzpaE),3/11/2025 3:09pm,
Fotor Relight,https://www.fotor.com/features/relight-photo/,"Research Tools,AI",AI photo editing tool,image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/Li9KM-1sKtq9_40PKBKChA/tmyAUctPcNiymMAV1vEAbDnTWXhcqbI5B309nF_p_kXoqVFYC9yewudC2j2OxKK3wBnFurr0xychib4VSxJS0e3SG-ZtBP2g47qqhV_EApQarvdfvRaA3r3LBvU2TqRpfZ-F0jXjREguYZSjVgijRw/tMcfR7JqdmmaGmtBWN9PhozcMW2x8uhYDO5s3QlSPZ4),3/11/2025 3:16pm,
Quire,https://quire.getty.edu/,Digital Publishing,"Quire is an open-source multiformat publishing tool designed for longevity, discoverability, and scholarship. Using a single set of plain text files, Quire creates books as authoritative and enduring as print and as vibrant and feature-rich as the web—all without paying a fee or maintaining a complicated server.",image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/P2aIHrhE4lkiNbjh5_KadA/MZ-Hpb8u6kpFgApcfxKLsaz8wYquMWxKp_Nt4ftEIt8Cg8tOrLYBB47lyMSdtjZD514Z-lqfuzEPfNADCTIt-1CG4kO3U_FEbasSv_QxjqR_II7UvvKY2m4IPPPM-hLw5MHDiUOWuRDj2Y4lBHg0oQ/KijXrynvoLrxHd-UbWh8YpU-X-5wgf6B2POHtWGvJn4),3/11/2025 3:24pm,
MapBox,https://www.mapbox.com/,"Mapping Tools,Research Tools","AI-powered location technology for automakers, mobile app developers, and logistics services",image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/Y84A9iVRW_9aRxrU1LQyVQ/os6bpb8glHX2Ja99KE2HT0FPec6As_yrltg96Y7mTe5jdRD_h8icTKIGxsJ7KOghnoyXpZ1b8zIliAi4oZiL3iKFSjXf8pHeIal7TUPXfj2xYDkJPUw20uhlzmP7qvZMDu3730pduSe0E0FVWeGRXg/hDxYZ8eQH7IDqTRCXPQz6nJ0sb6YqG-rcNQiqdDXiuI),3/11/2025 3:33pm,
BrowserTrix,https://webrecorder.net/browsertrix/,"Web Archiving Tools,Research Tools","High-fidelity crawling, innovative quality assurance, and collaborative organization empower you to preserve, curate, and share archived web content with confidence",image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/BHYmihGph7InasZQweP_EA/uQ0PxFHeWBilK24wFpB4jNh6zf4C7QBnYfbWpR-QuEUvwJitmkfKZVnclOlOGbB4pJ1hkdpe69tFmWqUUnYTqxkF4XNZ1xKqQ_oTgOEK29ftabuqRrWYAcPxGhEDWtpf07HT4MrZSQKdMhhEfUj23g/GYXR1uUanIk4fF2OOryGXc7-zAjns0hAHIG9udOw41k),3/19/2025 4:08pm,
WebRecorder,https://webrecorder.net/,"Web Archiving Tools,Research Tools","Webrecorder provides open source solutions for everyone to archive the complex, interactive Web.",image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/biVa6ZP6ySt_8ynAiBeSSA/qhI61kZuy3UARCu59Fb9JhCGK7fEyT-d1_sqrB1j58wnVs4PtenTz-ufLYvyjj8g5m0lO6doend-cPh-1qbKZGTXmlGnH8ctVfUz8V0aoHCRI9loHfhYj9uVcnBmTAXeS3xFIp-4FuO3q5nFS7XdpA/UxjxxiZjWtyD8IAiGA-QoeybruMcE1bc7R-zfyLq9fE),3/19/2025 4:10pm,
Corpora,https://bptarpley.github.io/corpora/,"Digital Publishing,Research Tools","Corpora is Digital Humanities (DH) infrastructure—it's intended to be run by academic centers, libraries, or project teams, and its purpose is to greatly accelerate the development of DH projects by serving as a database, a REST API, a data collection/curation interface, and a Python-powered asynchronous task queue all wrapped into one.",image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/P8gBcx4RBjHcA0wU5K_l9w/NplShrB8G4Aye8WfKMcFDq3Yn8M6TAwFU5P718gUFSrsux6V4EzFBQa1aLG227fCF0lplGmTIQs_-J7L_m_-_lLle1OQyluzhzcbJQVMD9lhib7lCfoj3ElnYPHzKylX6FaIdRDkRjAD9SeIB6VWSQ/2OhUoqxoGeF1g-gR7G6hs6ZALgA7QbNfsGLiIj5pjRw),3/20/2025 9:13am,
Reduct,https://reduct.video/,"Digital Media Production Tools,Storytelling Tools,Digital Publishing","Reduct is a fully online collaborative video editor, a stunningly accurate transcription service, with powerful tools for synthesizing meaning, wrapped in a sharable, searchable video archive, all in a single easy-to-use platform",image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/FCxcqUc0nER5Ou-2BZv6dw/zbtKddrkQZao6Ndk__AI0pMf5iJ0vjr7oKR3D2VG63wifWVVwQzmYRpasMqtKT1p9O_VIKgyOxvSMA8M9YLSDQqbAvpZjms5ncmYOzEqt6pq6AAnW5A8r9fORmKKU2az_36qrgixZZZq1q1GYtF0sQ/6Pr0i4EyxZx8TLDX9urG2a39-ZNZOfbMqtwtUNh2gAQ),4/1/2025 10:58am,
Work Adventure,https://workadventu.re/,Storytelling Tools,"Virtual office and remote event platform that provides an interactive 2D animated world and the ability to share video, audio, or images via the browser. w",image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/P-8dPJwNnrHn4SkLuvgLMg/EEk-lYmCliIfQTvHkD1tiKFEP_5yaOj0bn7S9dHt_RIzYqNFM049wdKmnm893kyIlUhWjUm_VO7gERT13k3cSCkYABIIo1iNIIzWT483WDdUVXLhXdoy5_IXc5biN4f2m3klAUUzjcn5KF_cUx7w7g/Ui3FmCOIB0uWbU5Ta8rMxfafFMBuAOv_vVonwfJFdB4),4/1/2025 1:53pm,
Zooniverse,https://www.zooniverse.org/,Research Tools,Crowd-sourcing research project management platform,image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/DcBSQhjGCk2uJHNpZWWm2A/jIwS7PZ4isadj4c1kmatXlPNFh4v5hkWAUKRRZKMTQ3ehKnlJRLmthAQzrf_3EU2_RXzYbpL8gGJp0hJlPJn6QFK5ESPDHMn4RUiKzMt6ExnYTZdfyjib9boxajkUllYIj_2tlTwdDQFEXxhYlcswQ/WwS44FdUF5xFpJ5TaPRv4IZ1j0ECrAvPOUamoxIV7Xg),4/2/2025 12:18pm,
CSM,https://www.csm.ai/,"3D,AI,VR/AR/MR/XR","Common Sense Machines (CSM) is building 3D generative AI models and agents that let users create controllable, production-ready workflows from images, text, and sketches. It's your 3D AI copilot",image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/Hu63y2ZANAC7N_HfandSog/pN7mIDTcHE-0i100C61awW9GUzV2MuJGM0C-E6_Sw67TEN-ZFQJPoiv1GKW6X3g_Jhz3kfU8qC4fwzm8aOvmHe3jZ-y6EGfEM4XcH9SWiYRVxPbj84F-7DgRW8Kc0hxyqvVzXjzvwZRHX2CRh5KCgw/qBmeLqoOyhixt2K-pLWj8iYvaONG6PboA3X5nVlYNrg),4/9/2025 2:22pm,
Hunyuan,https://www.hunyuan-3d.com/,"3D,AI,VR/AR/MR/XR",Hunyuan3D 2.0 combines state-of-the-art shape generation and texture synthesis to create high-resolution 3D assets from text and images. Experience professional-grade 3D content creation powered by advanced AI.,image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/3zJG9qmdTgJNvE0BAgpeWg/E27oznHEgYg5fMWFTHKZyIQKc0v0SgmuhoL1aEB_z1aZ93qnQW22QhoYCAhydrH611kfoSzjF-cVmH94GmBh1C2IzwQxHgs6D_imM_eu80PwY8coJTn-0F4gg14YukBOf30wUvtQ408BBUkMsfieEA/hzUeYIpiiQWgUMkcGB0EgpYsjhYczllO5SrdEq_grw4),4/9/2025 2:22pm,
Trellis,https://trellis3d.net/,"3D,AI,VR/AR/MR/XR","Ultra-high quality, character consistency, multi-image referencing",image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/MC6h3aMD9vKcrd5gM-vpHw/P2LH2b5YUOkzKgrQ1Zr2104_y4r3djwbLVqKxegg_8VYhC-UsuylpEcNKfly1pjYqxgmGYVABeMBk7kkSg4n70THP-gEtQ0tktguZGDGRDjV6eCFT48vftKsfMDeiY6ZjsCnU1xS_D2RFMYseVpkXA/y9dYMM-xjzmgAIS8ALPo-2vJrCXAIkIn_6teVVpWySs),4/9/2025 2:23pm,
Polycam,https://poly.cam/,"3D,VR/AR/MR/XR",Reality capture for professionals,image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/F-pVLyReeJiuGWc0EESsng/2BsiiE1uGZC8ODdtcbRwADdZNoLzbET3OegVVlf8ZteFx4sN3ldo0A6v5Xek-9Ypc2aLxrgxXPto5MaCT0xFJGyDdroq4u6PTm4e85CYQAwWYi_vyRVs-HZ9hNZfpOkCVxBRsK_xhn2CfyCXFmKjCQ/xcmVn1fKwFwMTcd8faGuKjwNdD0YZ2URTYbLoRIkOdY),4/9/2025 2:27pm,
Spline,https://spline.design/,"3D,VR/AR/MR/XR","Create 3D objects, edit materials, add interactivity, and export. Control the outcome of your 3d design work.",image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/ho8RPkflR00-Yv-a0qHdrw/c7drk4NjRRmE1uFGjnhQptx5epxONaFIvnBTv_kbYI9AIfPYy55ekURAcAQJ42d7q4c5dCXKSv0GbgIbgOQGhzjKECiSvv8i1fn8wy2tWQxuf57klBhxIA991RM8XLwZ-LhzYHmMIjcEXJkDVU9vhg/e3221CT8KP7VEsLN5pn0w0mhdlW-jN1AMTHf1xjgjxo),4/9/2025 2:28pm,
Spatial.io,https://www.spatial.io/,"3D,VR/AR/MR/XR,AI",Harness Spatial Computing and AI to unlock the next generation of interactive virtual worlds,image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/zo4Xgf7EB0tGV3fQS0cDAQ/hTmLSEpaiCXRKKe58f0Xj7JAsIZD9w3o22EdwKHAFKLvY-6tnGmjTi9K_kICsQYjHpe29lUHhxPcTr_Mo9Xt_Y-Bq1fEom_xtiqiEs7sjHFd5R-arRKxM2uynlCTK542OVLQZWxEpe87PLTHeqkWTw/ZoK8IOMcciOPBFVq19EScTCyjUduIBwOFpRp8AhKJOw),4/9/2025 2:30pm,
Frame,https://learn.framevr.io/,"3D,AI,VR/AR/MR/XR","Frame is a 3D, AI-native workspace.",image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/Lzn_Nn3K56GdKEORghIUyA/vsLLmbQPzwk3Rj0WyYmt7s9M6l20aTa3BY-pVuJCHokH5Emd7E0kuef6Rz1QPtTKr8dDnwT946Z_R7BuTf3BH7_QHvXMhkF5iwvawpyIHPUbwK4cTF5a4Ddd5pbRtXcJXzZEoiQYgxefnRNlXkVYug/ef0QIiV-4seZfgt21530-kSi7r7uf29ad50LzJ7tU4A),4/9/2025 2:33pm,
8th Wall,https://www.8thwall.com/,"3D,VR/AR/MR/XR","Create XR Experiences & Web Games. Build with Niantic Studio for WebXR, 3D experiences and web games—no app required",image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/cW5LDY7QAdhoNQYwwn-sZw/MUQiaipYF2Eh8-fSDaGYyEHB7P3Qdn_LTHgILOTbSLs72dvAVUyoilE0Ljw0kIb_NDxbTrHgNz9eY0NijJ9BmBb5qp7H-oYe61bwCCTHpQXz-X26E94dCJegmodOEne0mEXSr-KABIw5hWyLXl1d4Q/GljNruYQQVNZQi0ycEa_yvvpw497A2wD6D06m6Adetg),4/9/2025 2:34pm,
Scaniverse,https://scaniverse.com/,"3D,VR/AR/MR/XR","Discover, capture and share 3D scenes captured by people around the world with Niantic's Scaniverse. Free and easy to download.",image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/a9WgFQnD4t3RICil-4-kRA/RWNnIYXf4QkAepbscyQ81JvjqYhOVP5CWUqeDF9iS5RGrjdoTyystMnM8xuYypGaUTIZQc0C0hjOq2UyEiuCcYvC1F8hwT64CzVbkUwPVQw1cI4yUlpolqieSy5P_6Z7DrWpG_I3bKF7lVQD4tkgSA/AH4xfH_cIv152xrRkS4GfatLH0PjBMN9eHXl15r-JaE),4/9/2025 2:36pm,
Disco CoLab,https://www.disconetwork.org/disco-colabs,"Funding for Individuals,Funding for Institutions",DISCO CO(LAB) is a new series of inter-institutional collaborative research projects hosted by the Black Communication and Technology (BCaT) Lab at the University of Maryland.,image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/f9RmC-NB1CahteaTDP6r6Q/JYooPb_Gc8QQmvvzc9CiWuWsuszBzj3DDGSMl4lLAkIoxYGKjIZCRDN1XRJOcwtony2U-z64jDahD6IT4cRjMIUgXqOfFFlVyBaBsQgN7_sYjY27iIv4ddItwrEYsBSBgGpbvR3X-biI9CX_iuqy9w/5wZ1qU4Ggq91U9v6-fCcPlDFNgemvqBsu-3dF8xDrcc),4/10/2025 12:11pm,
Georeferencer,https://www.oldmapsonline.org/en/project/georeferencer,"Mapping Tools,Research Tools","Unlock the potential of your maps with our Georeferencer tool. Assign a geographical location to your scanned maps, enrich the metadata, invite the public to collaborate through crowdsourcing events, and make your maps visible online.",image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/INtzjdasFe0CTScJkhc9KQ/QUTJeV_7NXfqBAaxR8QCKv_GGHwqMFjncuGA0-aq9rLKcAOpNSwJHnhkBAETDWTdOpfJGTkZy2azwbQxuuDCaWMTcs9NQW0YW0hZmxZwouqyXnWHalHeTl1GEObgnJ5VVy7o6KvPBwmYTwDdc3vybQ/6OXHEtVrvSYiepEdIhcXN37eT6ebxObx9BaxENcDm2c),4/10/2025 12:13pm,
Old Maps Online,https://www.oldmapsonline.org/en#position=3/33.98/-117.33,Mapping Tools,Browse historical places and search for old maps with timeline,image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/DE6fu5cTjbOHMah0Mar6Rg/fxIvFwDZVTxoZcZJfaCDFML1m_z02ECYp6mDsHmzqaGjTRjkYY89x8cKaHe-5AJaWeUTwOYhFm_tn79AWbXhKrNW5hNyKgytZ6AgEFImSfi3ffUz_Ii4RJ6wGHyc1YIRHlJwxMjopXJ-Wx6wMVcywQ/9a4Dr-w64KjK3iTrD-W4JrbQtErMudFfIPkaUi7VQq4),4/10/2025 12:13pm,
"The Princeton Ethiopian, Eritrean, and Egyptian Miracles of Mary (PEMM) project",https://pemm.princeton.edu/en-us,Example Projects,"It is a comprehensive resource for the 1,000+ “miracle stories” written about and the 2,500+ images painted of the Virgin Mary in these African countries, and preserved in Geʿez between 1300 and the present. It was developed by collaborators in the Department of Comparative Literature and Department of African American Studies at Princeton University.",image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/PpYitoWM55Ww0vXW5gDMwg/RQgmjQMg0K92CoMQ1J-5BW2-jPAyLZY8u72QDxvq7EX_wFOW1E5rlweAliYSdq5BpcvhaP5nOYSPj-xzlEHjPJU3R2ufe2g42GfHyrxnuLj_k2c0rWXPUv2dkPOIDXEep-LUWHX1tSe3170uHgfkOA/gdTT7TocctznaBbHwydPvjKovqe0e4SlklfD1aR5tO0),4/18/2025 9:57am,
IATH Projects,https://www.iath.virginia.edu/projects.html,Example Projects,,image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/JoKfFWZ3g8jKoxYEMKN7Mw/PdpyvYKPsG3UoVVeFxLxE5OOQS9EYkLL4bdype6BiH0Voh8JZZpQ8ZH0wtIR-N39FjyeRyyIuHbaJ6j9ergVqZ4oq5f_BwfSXWe-mkLsiWYXKHzifW1p7RxkEooXGIhoxG5ynzdY0wtIRxbXH1rltQ/cGCdxSmGboYIiGfp4w1zulf7OzjUufqI_mokb2_JWnU),5/12/2025 11:32am,
BookSnake,https://booksnake.app/,VR/AR/MR/XR,"Booksnake lets you bring digitized cultural heritage materials out of online archives and into the real world by using the power of augmented reality technology. Explore books, manuscripts, newspapers, maps, and more. It feels like having the item there with you.

",image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/IzlPbRO8owBzxF2kDFtk_A/bsLLNLP90zhL6bDsX1hVhSdDHzaC_o85Ortmu5rpGA2ERM1rEkvz8IIJUnSeSSgXhNflq64pxvRkeUvEQflhUNdZSIpuLZHpnIuUlJ5vZk7jUjjyRp4GKuVCUoem_RR8rGEBO2dIBzE91oAaTo7YZg/Zf3Y8Q-DvUQzDX35thixh0yEN1Ps8vrBp6hWMKeNLOs),5/12/2025 1:10pm,
UK Data Service,https://ukdataservice.ac.uk/find-data/browse/,Data Sources,,image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/mF1Z_k1sR721hzW7-TpjkA/82BHZOJoltws-UT-vRoYDbqEtKU0VACsYdy78Jl_gxcdFyv8fkIyPglKBEQJOmx7jYq_Hh8YgCbr73KAZpiGlkZHejODNUygq8fQj7xsiVUoTK6_v1cfV7dtA4lOqu5ecYpAkENf-pHqU3Ek6wAHVA/kfLUgteCSrFwKcQjd5F-5txZJlwpU8AzKmrrFs-T-r8),6/4/2025 1:42pm,
Qualitative Data Repository,https://qdr.syr.edu/,Data Sources,,image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/DlKQAuzv8s5lVqIqb-vUbg/qyh34QwLh5zFmdyl54Uhk7YWvRfZzOBEjR3jIBGpSgswBmeBmyUmGLXrpOJtcIniC9_QEa8hPmfDOOOg-1UuT6Jb1I7HZ3JrWKH47zr7mx8UIWYb8TZSFuoqL7DTI3sS1terqJI_aSD8pnyoQW7M9Q/0avvDMHPWwD1kMzbqhRZS_tzPrnrIVtSr4a_jhHoYKQ),6/4/2025 1:44pm,
Qualitative Data Sharing Tool Kit,https://qdstoolkit.org/,Data Sources,,image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/kCaOqmvtmtmSv6IW4fgNdw/k-_4hR7YXTfEvy9ytY57Cy4DwbglhUsNshSy4O5NfIqbGOZ99cy2PJ_M0pXjjHf6dFfELq-3uCFJyp8rDFVQ1NgaNA8kjpM4ONZRpZ4m5Il_AscrwTyVHRvARqLAk4GcWMQ991GXPCJQRWtwp1lhQg/uD3CDGEeIShGofWv-RBYk1XJO14Lx0BlL2FG2H3TM-o),6/4/2025 1:46pm,
Boris,https://www.boris.unito.it/,Research Tools,BORIS is an easy-to-use event logging software for video/audio coding and live observations. BORIS is an easy-to-use event logging software for video/audio coding and live observations.,image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/IkkO1kK8c-g6kiAh0IhQpA/SOuPJEBFzwnfG1RmnagL02EXggv7MmJsvkcnIj2bw7dL7jvVfKsD0uMy-OQJrHWVrLZX4JA60aJxLlao1Jfqn6svKOTSTL713aLV0juP7LYzVU_NIFPtbhclAG9vXu6KRmYJqU1IwtISSqMIYxAbDA/FRBsh3NkjKbFOQ4WwhRCQcZXCUxAY4WeB8vpXgxlmq0),6/4/2025 1:57pm,
Teachable Machine,https://teachablemachine.withgoogle.com/,"Research Tools,AI","Teachable Machine is a web-based tool that makes creating machine learning models fast, easy, and accessible to everyone.",image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/Y6BVGsFXAvoRWw24CA-aWQ/SsKeDt9bohSBIzyevh2ad6qrqODF_Qbex4QlWzp8FAEBlqwV1eYZrJWp3p9RXz3heLPPZBUOZDQYUylxAUz65DB5Fdxmm39LHGjuvWZkY2I2H-5PNbmuRiNhg-MhOhi_8epuWLtBwd8mZTLMGAto4g/mQor5jl7itdK0SjcF2r1bwLWsHpUt4Cdk5HumsxGtjA),6/5/2025 3:48pm,
SudoWrite,https://sudowrite.com/,AI,AI writing partner for fiction.,image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/A-Re_Cq6oc2njlgiRRJbNw/VGEs9RG7ivowxLaTcenKD-Kbhg39erFF3Om0fvp7q456udYfUqFjx8PXG5sHdj7p5GxpjJ37WnuWUqUZ6KGQoofDCW0J-OYoBVnKKORfdbkNmSDbmS-6e63XRXshWdjL38OKrIbUo6j1O-pYzJxSZg/Cmf5Z00LtL-ULAvUFyQfhFi03MFp_MvdBieJq6vL_g0),6/5/2025 3:49pm,
LabArchive,https://www.labarchives.com/,Research Tools,"Easily organize, search and share your scientific data in a powerful electronic lab notebook that will help you deliver higher-quality research, faster.",image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/evhg8miiZm5oKxq29LuOyg/YNkDXKc9Cywu9l4Hxs9rPmTjzPeF6lZSuo2TF6q-3Ryo1LhN1NjBPvFMCbKG_uNJQaucgrQmLfHNH0lkyK_GPKG_5-3au4jlupJjnSpBVYD6mvxZg8O9KRXqLy3fE7UdN6DqeepWKTlNeiqLE8bzVw/zvUmkHY4IOL5x9HhnfhZw2PyMvtVJT_o4yN_PuitJOk),6/5/2025 4:12pm,
Cargo,https://cargo.site/,Website Builder & CMS Tools,"Cargo is a site builder for designers and artists. We are interested in two main things: helping creative people secure jobs/clients through showing work and displaying work, generally. ",image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/dAQFu7pvdLUpHf0XSb4WSw/jjFRKIrrpuSSM6SqfkunRBf_k86JEAPpDWav0GQHH4-S_mU0vWZDoLNRoGjDiz6wTFvidZ9cn3ir8AlJzY4q2DXItmBWe-gXmtfbYP-mGFnSN-MqzYn-SjWL7ASWi_9CAr1Wedh2Lo7fxxCm7ykINQ/IvCdW3biKXlQFSGG_dI-6PLF9spHlYIA5GV6fSbNkWg),6/12/2025 3:57pm,
Bellingcat’s Online Open Source Investigation Toolkit,https://bellingcat.gitbook.io/toolkit,"Research Tools,Open Source / Open Access","This toolkit includes satellite and mapping services, tools for verifying photos and videos, websites to archive web pages, and much more. Most of the tools are available for free.",image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/TJe6fX0pEDUB-MIScryqoQ/p5JhdiwwmaeYOREtx11aTEsI02X8bQq9mdE2sYXoB0SNo8SKjOaP9LT2rLCSHtvUJebisH4HMPn_Gy-NhUs1Qk4Wf_rWSNZFBUYn7X678Z-YQeVoh9139r4dOWz-5lQHKnDrxgmfDpL12ZjjGeXIPg/oCuLpaOpLo-JRncelOSEe1pARGUM4Ny60xOwPJs6CD8),7/7/2025 3:38pm,
Wax,https://minicomp.github.io/wax/,"Website Builder & CMS Tools,Digital Publishing",Jekyll based framework for minimal exhibitions with IIIF,image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/srBvCN1M-nVGHRbBRITz3g/Z1TdauacFpB46YgBNrBjyjGkqDPArEc16wkkqNkssO7SNECouU5EcsyZCk31DSBL4MqNvqPuzg_VisMQgH3jUow3OW7-jmloiFi2s3VLRtuahqvm8NtxA3NzbCAcIo5j1gnueoR_od3zOqPlNdFIzA/O2W5swvxs4ADUqrq-Kh8LzTWNz9fcyglZMN8blN1dPE),7/14/2025 10:00am,
LibStatic,https://lib-static.github.io/,"Infrastructure,Website Builder & CMS Tools,Digital Publishing","Lib-Static is a provocation to rethink how we do digital infrastructure in libraries to recenter our technology choices around sustainable, pragmatic, and minimal approaches.",image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/BwnsNr034FSsenGVj13Djg/GauKHfo26ErfkTJUaWL0BC0kzdPii95tOlRLhKLvZ6bpfv-_xObdHNocpzE3l3OAjNRB0KR2hV7Ytewcy4X9iLgeZpoags9PYcK-rGJtBaSNaxdGVQ593QSpch20gg7MzNViJRYfIKDDNfjgWHHhzw/TqMBCnAttWCl1WX_StbMiGjziD_-3yt-wun9B0YFzO8),7/14/2025 10:01am,
DocuScope,https://www.cmu.edu/dietrich/english/research-and-publications/docuscope.html,"Research Tools,Text Analysis Tools",Making the invisible visible through natural language processing and interactive visualization,image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/woMuRINRBBhoA5XJKrXWUg/wlc4vYs3k4F1KYVVRJzZDyzg_rDFIoDN8vKrJTmsNE4QJrlWQYYLvrWqZQ4qezztJvfcPvePKM2kuj-Vl_s1xVltAx49iEfYFjCj1tIdzmODc3DUVJf4IKjYnsFjkAV-1EH38Psos43NHZGTExbCzw/1cqOtfmnA3-9wZfEpqmaXuSBqXZkts2Y7Fi9qg4E7oM),7/15/2025 9:44am,
FairCopy,https://faircopyeditor.com/,"Research Tools,Text Analysis Tools","FairCopy is a simple and powerful tool for reading, transcribing, and encoding text.",image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/ncnxjtdZSvkF8DMsDfxn-g/JE3mVgZsas84hWrXJAI96kzy98eRr8lvPZTAXjvVcONGUpuuXt-tgzpXsgvupDWjZ66s91AqfsQy5weczyICn8Re1btKgpjN3jGrVj39zGEFEDRlY803tMXPVDgFVqaXMIr8xS2WWYrAkAfqmSlWGQ/LAnzU-OrzXQPC2tav5qT5mpPdRiRDq75niQQ2NRyoNM),7/28/2025 9:24am,
Metavus,https://metavus.net,"Website Builder & CMS Tools,Digital Publishing","Metavus is about collecting, describing, and disseminating resources online, putting the power and control in your hands, to help you build and maintain digital collections that meet your needs.

",image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/S7tJ8QkWOdl7LdEHckK7rg/nhZd9u8bJ0o6wfadPTb9a2cfOvfCF0lBfLDqp8T8-3glB4241y35DO-24o7-Y1C9_0c8ksfYPOvmDycYWRz0FeEub93QjQKlYRVtwUli2t0oCHa43OLOmIs2YcJMJpQq9lK0wyj3N25Cxbmrp-sh9g/XiQ4TMIIp9w2fK03hq4CEbxy_LHLNXuryAhAs9sjQcQ),8/14/2025 10:26am,
eScriptorium,https://escriptorium.rich.ru.nl/,"Research Tools,Text Analysis Tools","eScriptorium: A Digital Text Production Pipeline for Print and Handwritten Texts using machine learning techniques.

",image.png (https://v5.airtableusercontent.com/v3/u/50/50/1772697600000/cXsH7ThSJq29bIFhYJd7uw/md1k28PYvkQT9A-wVxPZOIGEcvBeJDYoaFRtZBk9hAtSCZc6swEi-mY9v1g5bwXfEcrZX940AmSVOv-0NoQmjGON3u2NtCquXxDxfN0rH6hRZKH_mbWEIHMjV7qKRdbgnKtbbimJeF3yI-Se1GTBGw/XEfrTzS66b17s-X9WAmIvvsXGBDIxaZlRgY0HrzSxr0),9/10/2025 9:36am,
